"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"FV4VMDYQ","journalArticle","2018","Desavale, R. G.","Dynamics Characteristics and Diagnosis of a Rotor-Bearing's System Through a Dimensional Analysis Approach: An Experimental Study","Journal of Computational and Nonlinear Dynamics","","1555-1415","10.1115/1.4041828","https://doi.org/10.1115/1.4041828","In this work, vibration characteristic diagnosis of misalignment rotor in loosely fitted bearing is investigated using dimensional analysis (DA) approach. A comprehensive empirical model (EM) using nondimensional parameters is developed to diagnose the rotor-bearing system, and EM model has been validated through an experimental setup developed in-house. Experiments are performed for various defects such as misalignment and bearing looseness. The EM results can be used to monitor the real-time conditions of the rotor-bearing system. This work also presents the effect of misalignment and bearing looseness under various load and speed conditions. Further, work has been extended to predict the combined effect of bearing looseness and misalignment. It has been found that EM model predictions of the vibration amplitude are better when compared to experimental results.","2018-11-20","2024-07-16 03:28:38","2025-07-09 04:34:45","2024-07-16 03:28:06","","","014501","14","","Journal of Computational and Nonlinear Dynamics","Dynamics Characteristics and Diagnosis of a Rotor-Bearing's System Through a Dimensional Analysis Approach","","","","","","","","","","","","Silverchair","","","","; ; C:\Users\Felipe\Zotero\storage\2DXPR4T2\Desavale - 2018 - Dynamics Characteristics and Diagnosis of a Rotor-.pdf; C:\Users\Felipe\Zotero\storage\AMGPYCUA\Desavale - 2018 - Dynamics Characteristics and Diagnosis of a Rotor-.pdf; C:\Users\Felipe\Zotero\storage\GTGNEI8F\Desavale - 2018 - Dynamics Characteristics and Diagnosis of a Rotor-.pdf; C:\Users\Felipe\Zotero\storage\ZRH9FJJP\Desavale - 2018 - Dynamics Characteristics and Diagnosis of a Rotor-Bearing's System Through a Dimensional Analysis Ap.pdf; C:\Users\Felipe\Zotero\storage\RTURB2IU\Dynamics-Characteristics-and-Diagnosis-of-a-Rotor.html; C:\Users\Felipe\Zotero\storage\BQXX4WIQ\Dynamics-Characteristics-and-Diagnosis-of-a-Rotor.html","https://asmedigitalcollection.asme.org/computationalnonlinear/article-pdf/14/1/014501/6112582/cnd_014_01_014501.pdf; https://asmedigitalcollection.asme.org/computationalnonlinear/article/14/1/014501/400684/Dynamics-Characteristics-and-Diagnosis-of-a-Rotor?searchresult=1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9ARJVFL4","journalArticle","2019","Zhou, Dengji; Wei, Tingting; Ma, Shixi; Zhang, Huisheng; Huang, Di; Jiang, Ping; Lu, Zhenhua","Study on Meta-Modeling Method for Performance Analysis of Digital Power Plant","Journal of Energy Resources Technology","","0195-0738","10.1115/1.4044765","https://doi.org/10.1115/1.4044765","Digital power plant is the theory and method to improve the operating quality of power plant by quantifying, analyzing, controlling, and deciding the physical and working objects of power plants in the whole life cycle. And the foundation of digital power plant is system modeling and performance analysis. However, there are some problems in the process of modeling establishment and performance analysis. For instance, each component has different dimensions and different types of mathematical description, and the data or information used for modeling are defined differently and belong to different enterprises, who do not want to share their information. Meta-modeling is a potential method to solve these problems. It defines the specification to describe different kinds of elements and the relationship between different elements. In this paper, the collaborative modeling and simulation platform for digital power plant has been established based on the meta-modeling method and the performance of the target power plant has been analyzed from different aspects via field data. The meta-modeling method consists of three parts: syntax definition, model development, and algorithm definition. In the comparative study between the meta-model and the traditional model, maximum average errors of the two methods are 8.72% and 4.74%, which reveals the high accuracy of the meta-modeling-based model. The result shows that the modeling and simulation platform for power plants can be used to reduce costs, decrease equipment failure rate, and improve plant output, so as to guarantee the safety and increase economics.","2019-09-25","2024-07-16 03:28:38","2025-07-09 04:34:40","2024-07-16 03:28:08","","","042005","142","","Journal of Energy Resources Technology","","","","","","","","","","","","","Silverchair","","","","; C:\Users\Felipe\Zotero\storage\I8XEBG4K\Zhou et al. - 2019 - Study on Meta-Modeling Method for Performance Anal.pdf; C:\Users\Felipe\Zotero\storage\MPIBWZJR\Zhou et al. - 2019 - Study on Meta-Modeling Method for Performance Analysis of Digital Power Plant.pdf; ; C:\Users\Felipe\Zotero\storage\H9ZK2B6H\Study-on-Meta-Modeling-Method-for-Performance.html; C:\Users\Felipe\Zotero\storage\X86RL7A7\Study-on-Meta-Modeling-Method-for-Performance.html","https://asmedigitalcollection.asme.org/energyresources/article/142/4/042005/960609/Study-on-Meta-Modeling-Method-for-Performance?searchresult=1; https://asmedigitalcollection.asme.org/energyresources/article-pdf/142/4/042005/6524073/jert_142_4_042005.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7YYTUUG8","journalArticle","2020","Xie, Hong; Yang, Bo; Zhang, Shuyi; Song, Moru","Performance Analysis and Improvement of a Centrifugal Compressor Based on Partial Similarity Principle","Journal of Engineering for Gas Turbines and Power","","0742-4795","10.1115/1.4046925","https://doi.org/10.1115/1.4046925","In this paper, with the help of partial similarity principle, aerodynamic performance of a centrifugal compressor in a turbocharger unit is analyzed and improved based on a low-speed large-scaled model. In order to achieve flow similarity between the scaled compressor and the prototype, tip clearance and diffuser outlet diameter have been modified further. It is observed from the numerical results that the relative error between the scaled compressor and the prototype is less than 0.8%. It means that the flow field of the scaled compressor is similar to the prototype though the Reynolds number is neglected during the scaling process. Furthermore, the large-scaled impeller has been improved by analyzing the numerical results, and then, the improved impeller is scaled down back to the smaller one by using the partial similarity principle, which geometric dimensions have the same level as those of the prototype but performance is improved obviously. Meanwhile, the experiment results are used to validate the method.","2020-04-29","2024-07-16 03:28:38","2025-07-09 04:34:37","2024-07-16 03:28:10","","","051012","142","","Journal of Engineering for Gas Turbines and Power","","","","","","","","","","","","","Silverchair","","","","; C:\Users\Felipe\Zotero\storage\38D8LY84\Xie et al. - 2020 - Performance Analysis and Improvement of a Centrifu.pdf; C:\Users\Felipe\Zotero\storage\77V8J6EM\Xie et al. - 2020 - Performance Analysis and Improvement of a Centrifugal Compressor Based on Partial Similarity Princip.pdf; ; C:\Users\Felipe\Zotero\storage\PDYTVGN8\Performance-Analysis-and-Improvement-of-a.html; C:\Users\Felipe\Zotero\storage\3RP4WTKB\Performance-Analysis-and-Improvement-of-a.html","https://asmedigitalcollection.asme.org/gasturbinespower/article/142/5/051012/1082628/Performance-Analysis-and-Improvement-of-a?searchresult=1; https://asmedigitalcollection.asme.org/gasturbinespower/article-pdf/142/5/051012/6530079/gtp_142_05_051012.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H3IXB3LI","journalArticle","2020","Ighodaro, Osarobo; Akhihiero, David","Modeling and Performance Analysis of a Small Horizontal Axis Wind Turbine","Journal of Energy Resources Technology","","0195-0738","10.1115/1.4047972","https://doi.org/10.1115/1.4047972","Wind energy is increasingly becoming a major discussion amongst renewable energy sources due to its sustainability, reduced impact on the environment, and being significantly cheaper than conventional fossil fuels. Researchers have been particularly concerned with studying improved design and optimization using computational technique and experimentation. This research aims at designing blades for a small horizontal axis wind turbine for low Reynolds number using blade element momentum theory and using computational fluid dynamics (cfd) and experiment to analyze its performance. Two airfoils (SG6050 and SG6043) were selected for different regions of the blade span. Four turbulent models were used in predicting its performance. The performance was analyzed for wind speeds between 2 m/s and 7 m/s. Studies showed that the blade is capable of generating power up to 241 W with a power coefficient of 34.3% at a speed of 6 m/s. The computed power coefficient is in good agreement with experimental results of 33.7%.","2020-08-27","2024-07-16 03:28:38","2025-07-09 04:34:35","2024-07-16 03:28:11","","","031301","143","","Journal of Energy Resources Technology","","","","","","","","","","","","","Silverchair","","","","; C:\Users\Felipe\Zotero\storage\FYUP3G9H\Ighodaro and Akhihiero - 2020 - Modeling and Performance Analysis of a Small Horiz.pdf; C:\Users\Felipe\Zotero\storage\87QG66DP\Ighodaro and Akhihiero - 2020 - Modeling and Performance Analysis of a Small Horizontal Axis Wind Turbine.pdf; ; C:\Users\Felipe\Zotero\storage\SXBSUE8L\Modeling-and-Performance-Analysis-of-a-Small.html; C:\Users\Felipe\Zotero\storage\W2QXUC4N\Modeling-and-Performance-Analysis-of-a-Small.html","https://asmedigitalcollection.asme.org/energyresources/article/143/3/031301/1085948/Modeling-and-Performance-Analysis-of-a-Small?searchresult=1; https://asmedigitalcollection.asme.org/energyresources/article-pdf/143/3/031301/6560528/jert_143_3_031301.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"635QWPGY","journalArticle","2013","Micheli, D.; Pinamonti, P.; Reini, M.; Taccani, R.","Performance Analysis and Working Fluid Optimization of a Cogenerative Organic Rankine Cycle Plant","Journal of Energy Resources Technology","","0195-0738","10.1115/1.4023098","https://doi.org/10.1115/1.4023098","","2013-01-10","2024-07-16 03:28:38","2025-07-09 04:35:09","2024-07-16 03:28:12","","","021601","135","","Journal of Energy Resources Technology","","","","","","","","","","","","","Silverchair","","","","; C:\Users\Felipe\Zotero\storage\AR4Q94HF\Micheli et al. - 2013 - Performance Analysis and Working Fluid Optimizatio.pdf; C:\Users\Felipe\Zotero\storage\LE9PN4SN\Micheli et al. - 2013 - Performance Analysis and Working Fluid Optimizatio.pdf; C:\Users\Felipe\Zotero\storage\FHFK5TNN\Micheli et al. - 2013 - Performance Analysis and Working Fluid Optimizatio.pdf; C:\Users\Felipe\Zotero\storage\JYUBBUY6\Micheli et al. - 2013 - Performance Analysis and Working Fluid Optimization of a Cogenerative Organic Rankine Cycle Plant.pdf; ; C:\Users\Felipe\Zotero\storage\K3WUD3S5\Performance-Analysis-and-Working-Fluid.html; C:\Users\Felipe\Zotero\storage\L7GWMVFQ\Performance-Analysis-and-Working-Fluid.html","https://asmedigitalcollection.asme.org/energyresources/article/135/2/021601/365899/Performance-Analysis-and-Working-Fluid?searchresult=1; https://asmedigitalcollection.asme.org/energyresources/article-pdf/135/2/021601/6144342/jert_135_2_021601.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UG629E7E","journalArticle","2022","Brahim, Taoufik","A Novel Approach for Performance Analysis of Air–Air Wickless Heat Pipe Heat Exchanger","Journal of Thermal Science and Engineering Applications","","1948-5085","10.1115/1.4054210","https://doi.org/10.1115/1.4054210","Wickless heat pipe heat exchangers (HPHE) consistently showed instabilities and omits many experimental tests. The performance of a heat pipe is governed by many parameters, and the effects of which may influence each other. The objective of this paper is to develop a new approach for an air–air heat pipe heat exchanger that takes into consideration the effect of heat transfer coefficients, saturation temperature, and thermal resistances inside the heat pipes as well as maximum heat transfer limit. The approach is based on analyzing inner heat pipe parameters with HPHE external working conditions. Results are also assessed for higher heat capacities ratio and found that the thermal resistances inside a heat pipe are a limiting factor, leading the HPHE system to perform poorly in particular for Cr ≤ 1. Overall heat transfer coefficients at HPHE sides as well as HPHE effectiveness as a function of Cr are assessed. Trying to follow the Chaudourne (1992, “The Heat Pipe Heat Exchangers: Design, Technology and Applications,” Design and Operation of Heat Exchangers, Springer, Berlin, Heidelberg, pp. 386–396) profile for conventional heat exchangers, HPHE effectiveness is determined and limited to 0.5 number of transferred units. The established model is verified by the existing literature and demonstrates numerical results that agree with the experimental data within a 2.86% error.","2022-05-12","2024-07-16 03:28:38","2025-06-25 21:50:10","2024-07-16 03:28:13","","","101016","14","","Journal of Thermal Science and Engineering Applications","","","","","","","","","","","","","Silverchair","","","","; C:\Users\Felipe\Zotero\storage\C69VEJ4G\Brahim - 2022 - A Novel Approach for Performance Analysis of Air–A.pdf; C:\Users\Felipe\Zotero\storage\9YIWIZ29\A-Novel-Approach-for-Performance-Analysis-of-Air.html; ","https://asmedigitalcollection.asme.org/thermalscienceapplication/article/14/10/101016/1139830/A-Novel-Approach-for-Performance-Analysis-of-Air?searchresult=1; https://asmedigitalcollection.asme.org/thermalscienceapplication/article-pdf/14/10/101016/6880357/tsea_14_10_101016.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UC3IIHG6","journalArticle","2022","Karami, Rahim; Rasul, M. G.; Khan, M. M. K.","An Empirical and Computational Fluid Dynamics Analysis of Combustion Performance of a Diesel Engine Fueled With Tomato Seed Oil Biodiesel","Journal of Energy Resources Technology","","0195-0738","10.1115/1.4055470","https://doi.org/10.1115/1.4055470","Tomato seed oil biodiesel (TSOB) could be considered as a second-generation and clean-burning renewable substitute for petroleum diesel. It is about 72% by weight of tomato waste, which contains an average of 24% oil. This paper investigated the effects of four different diesel–TSOB blends on the combustion performance of an indirect injection (IDI) diesel engine. In-cylinder pressure (CP) and combustion parameters at five different engine loads and seven speeds were experimentally measured. Then for 2D computational fluid dynamics (CFD) simulation of the emissions and combustion processes, avl fire software was used and the results were evaluated with experimental data. The purpose of the study was to determine the combustion process and its effects on the performance and emissions of the engine. The outcomes for B10 at 100% load addressed that the peak CP of about 67 MPa was found at 1200 revolutions per minute (rpm) which occurred at 13 deg after top dead center (ATDC), while at 2200 rpm the peak CP was 69 MPa and occurred at 1 deg ATDC, and at 2400 rpm the peak CP was found to be about 66 MPa which occurred approximately at the top dead center (TDC). The simulated results found that the peak in-cylinder temperature of 1600 deg K corresponds to the 10% TSOB blend (B10) and the longest mixing-controlled period occurs for B10 at 27 deg crank angle (CA). The simulation also showed that B5 had the longest jet penetration of about 44 mm (at about 100 deg CA) in comparison to 43 mm for B20, 41 mm for B10, and 39.8 mm for B0 (pure diesel) which occurred at less than 100 deg CA. The longest jet penetration duration was found to be about 44 mm for B5 at about 100 deg CA. The results showed that B10 has the biggest accumulative heat release (approximately 1900 J) and the highest fuel energy efficiency. The 2D CFD simulation revealed that the unburnt equivalence ratio in the main combustion chamber is lesser than in the spherical combustion chamber.","2022-11-11","2024-07-16 03:28:38","2025-07-09 06:17:32","2024-07-16 03:28:16","","","041302","145","","Journal of Energy Resources Technology","","","","","","","","","","","","","Silverchair","","","","; C:\Users\Felipe\Zotero\storage\74MJH4RM\Karami et al. - 2022 - An Empirical and Computational Fluid Dynamics Anal.pdf; C:\Users\Felipe\Zotero\storage\8X7CK2HE\Karami et al. - 2022 - An Empirical and Computational Fluid Dynamics Anal.pdf; ; C:\Users\Felipe\Zotero\storage\8TUICKHG\An-Empirical-and-Computational-Fluid-Dynamics.html","https://asmedigitalcollection.asme.org/energyresources/article/145/4/041302/1145941/An-Empirical-and-Computational-Fluid-Dynamics?searchresult=1; https://asmedigitalcollection.asme.org/energyresources/article-pdf/145/4/041302/6944268/jert_145_4_041302.pdf","Biodiesel; Combustion; Combustion chambers; Computational fluid dynamics; Cylinders; Diesel engines; Engines; Fuels; Simulation; Temperature","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7REZ692R","journalArticle","2021","Jamadar, I. M.","Vibration Characteristics Diagnosis and Estimation of Fault Sizes in Rolling Contact Bearings: A Model-Based Approach","Journal of Nondestructive Evaluation, Diagnostics and Prognostics of Engineering Systems","","2572-3901","10.1115/1.4051176","https://doi.org/10.1115/1.4051176","A novel model-based technique is presented in this paper for the estimation of the fault size in different components of rolling contact bearings. A detailed dimensional analysis of the problem is carried out and an experimental methodology using the Box–Behnken design is applied to generate the experimental data set. First, the analysis of the vibration acceleration amplitude at fault frequency, its dependence on the bearing operating, and fault parameters using the obtained vibration data set are carried out by statistical analysis of variance. Numerical equations are developed then using the experimental data set for the correlation of the vibration acceleration amplitude in the frequency domain with the fault sizes based on the developed dimensionless terms. A hybrid backpropagation neural network integrating genetic algorithm is also developed to check the computational performance of the developed model equations. Validation of the proposed method is carried experimentally also for three seeded defect sizes on the outer race, inner race, and rolling element. The maximum model accuracy observed is for the inner race defect case with a predictive accuracy of 99.44% and for the roller defect case, it is 98.77%. The deviance observed for the model predictive performance is maximum for the outer race defect case with the least accuracy of 90.47% amongst all.","2021-06-07","2024-07-16 03:28:38","2025-06-25 22:06:09","2024-07-16 03:28:18","","","011003","5","","Journal of Nondestructive Evaluation, Diagnostics and Prognostics of Engineering Systems","Vibration Characteristics Diagnosis and Estimation of Fault Sizes in Rolling Contact Bearings","","","","","","","","","","","","Silverchair","","","","; C:\Users\Felipe\Zotero\storage\J2JH5UV6\Jamadar - 2021 - Vibration Characteristics Diagnosis and Estimation.pdf; ; C:\Users\Felipe\Zotero\storage\L9FLUCNN\Vibration-Characteristics-Diagnosis-and-Estimation.html","https://asmedigitalcollection.asme.org/nondestructive/article/5/1/011003/1109416/Vibration-Characteristics-Diagnosis-and-Estimation?searchresult=1; https://asmedigitalcollection.asme.org/nondestructive/article-pdf/5/1/011003/6706665/nde_5_1_011003.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DCJGL3DF","journalArticle","2022","Papadopoulos, Konstantinos I.; Nasoulis, Christos P.; Ntouvelos, Elissaios G.; Gkoutzamanis, Vasilis G.; Kalfas, Anestis I.","Power Flow Optimization for a Hybrid-Electric Propulsion System","Journal of Engineering for Gas Turbines and Power","","0742-4795","10.1115/1.4055478","https://doi.org/10.1115/1.4055478","This study deals with the optimization of performance for a hybrid-electric propulsion system. It focuses on the modeling and power management frameworks, while evaluation is done on a single flight basis. The main objective is to extract the maximum out of the novel powertrain archetype. Two hybridization factors are considered. The pair helps to describe the degree of hybridization at the power supply and power consumption levels. Their revised mathematical definition facilitates a unique method of hybrid-electric propulsion system modeling that maximizes the conveyed amount of information. An in-house computational tool is developed. It employs a genetic algorithm optimizer in the interest of managing power usage during flight. Energy consumption is set as the objective function. The operation of a 19-seater, commuter aircraft is investigated. Turbo-electric, series-hybrid, parallel-hybrid, and series-parallel variants are derived from a generic composition. An analysis on their optimized performance, with different technological readiness levels for 2020 and 2035, is aimed at identifying where each system performs best. Considering 2020 technology, it does not yield a viable hybrid-electric configuration, without suffering significant payload penalties. Architectures relying on mechanical propulsors show promise of 15% reduction to energy consumption, accounting for 2035 readiness levels. The concepts of Boundary Layer Ingestion and Distributed Propulsion display the potential to boost electrified propulsion. The series-hybrid and series-parallel configurations are the primary beneficiaries of these concepts, displaying up to 30% reduction in fuel and 20% reduction in energy consumption.","2022-09-22","2024-07-16 03:28:38","2025-06-25 22:03:59","2024-07-16 03:28:19","","","111013","144","","Journal of Engineering for Gas Turbines and Power","","","","","","","","","","","","","Silverchair","","","","; C:\Users\Felipe\Zotero\storage\CAPTC3YY\Papadopoulos et al. - 2022 - Power Flow Optimization for a Hybrid-Electric Prop.pdf; ; C:\Users\Felipe\Zotero\storage\3UVD8ITD\Power-Flow-Optimization-for-a-Hybrid-Electric.html","https://asmedigitalcollection.asme.org/gasturbinespower/article/144/11/111013/1145982/Power-Flow-Optimization-for-a-Hybrid-Electric?searchresult=1; https://asmedigitalcollection.asme.org/gasturbinespower/article-pdf/144/11/111013/6919151/gtp_144_11_111013.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YMJ9K4TU","journalArticle","2021","Hoseinzadeh, Siamak; Garcia, Davide Astiaso","Numerical Analysis of Thermal, Fluid, and Electrical Performance of a Photovoltaic Thermal Collector at New Micro-Channels Geometry","Journal of Energy Resources Technology","","0195-0738","10.1115/1.4052672","https://doi.org/10.1115/1.4052672","In this article, different paths (direct, spiral, and curved) for water flow in a photovoltaic/thermal (PV/T) system are studied, and they are compared together. The intensity of radiation to the cell surface is taken 800 W/m2, and the fluid flow is considered to be laminar in the micro-channels. The PV cell absorbing radiation is of an aluminum type. The numerical solution of the three geometries is carried out using the finite volume method using ansys-fluent software. The pressure decomposition, momentum and energy discretization, and the solution of the pressure–velocity coupling are performed based on the standard method, the second-order upwind method, and the semi-implicit method for pressure-linked equations (SIMPLE) method, respectively. The convergence factor is considered to be respected and for continuity and energy equations. The results indicate that the cell surface temperature and the outlet fluid temperature decrease by increasing the Reynolds (Re) number. Moreover, electricity efficiency increases with the increased Reynolds number. The curved path has the highest electrical efficiency in comparison to other two paths. The decrease in fluid pressure of the curved path in Re = 600 is 4% and 1.3% higher than the direct and spiral paths, respectively.","2021-10-28","2024-07-16 03:28:38","2025-06-25 22:01:59","2024-07-16 03:28:24","","","062105","144","","Journal of Energy Resources Technology","","","","","","","","","","","","","Silverchair","","","","; C:\Users\Felipe\Zotero\storage\58AJBZCP\Hoseinzadeh and Garcia - 2021 - Numerical Analysis of Thermal, Fluid, and Electric.pdf; C:\Users\Felipe\Zotero\storage\KG9SPJH3\Hoseinzadeh and Garcia - 2021 - Numerical Analysis of Thermal, Fluid, and Electric.pdf; ; C:\Users\Felipe\Zotero\storage\R2YBY64T\Numerical-Analysis-of-Thermal-Fluid-and-Electrical.html","https://asmedigitalcollection.asme.org/energyresources/article/144/6/062105/1121172/Numerical-Analysis-of-Thermal-Fluid-and-Electrical?searchresult=1; https://asmedigitalcollection.asme.org/energyresources/article-pdf/144/6/062105/6778222/jert_144_6_062105.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
