"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"ZZUL6R72","journalArticle","2014","Numrich, Robert W.","Computer performance analysis and the Pi Theorem","Computer Science - Research and Development","","1865-2034","10.1007/s00450-010-0147-8","https://doi.org/10.1007/s00450-010-0147-8","This paper applies the Pi Theorem of dimensional analysis to a representative set of examples from computer performance analysis. It is a survey paper that takes a different look at problems involving latency, bandwidth, cache-miss ratios, and the efficiency of parallel numerical algorithms. The Pi Theorem is the fundamental tool of dimensional analysis, and it applies to problems in computer performance analysis just as well as it does to problems in other sciences. Applying it requires the definition of a system of measurement appropriate for computer performance analysis with a consistent set of units and dimensions. Then a straightforward recipe for each specific problem reduces the number of independent variables to a smaller number of dimensionless parameters. Two machines with the same values of these parameters are self-similar and behave the same way. Self-similarity relationships emphasize how machines are the same rather than how they are different. The Pi Theorem is simple to state and simple to prove, using purely algebraic methods, but the results that follow from it are often surprising and not simple at all. The results are often unexpected but they almost always reveal something new about the problem at hand.","2014-02-01","2023-03-04 21:11:31","2025-07-09 03:54:25","2023-03-04 21:11:31","45–71","","1","29","","Comput. Sci.","","","","","","","","","","","","","February  2014","","","<p>Cited By :2</p>","C:\Users\Felipe\Zotero\storage\6ZF4MKZW\Numrich - 2014 - Computer performance analysis and the Pi Theorem.pdf; ; C:\Users\Felipe\Zotero\storage\EIH8XWAV\display.html","https://www.researchgate.net/publication/226177180_Computer_performance_analysis_and_the_Pi_Theorem","Dimensional analysis; Bandwidth; Cache behavior; Computational force; Computational intensity; Latency; Parallel algorithms; Performance analysis; Performance metrics; Pi Theorem; Scaling","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RHHQPNA2","journalArticle","2010","Yang, X.Y.; Cores, F.; Hernández, P.; Ripoll, A.; Luque, E.","Designing an effective P2P system for a VoD system to exploit the multicast communication","Journal of Parallel and Distributed Computing","","0743-7315","10.1016/j.jpdc.2010.07.007","https://www.sciencedirect.com/science/article/pii/S074373151000136X","A distributed video-on-demand system (DVoD) with multiple server-nodes is a cost-effective and fault-tolerant solution for a high scalable enterprise video-on-demand (VoD) system. However, such a server-oriented design is highly vulnerable to workload variations given that the service capacity is limited. Peer-to-Peer (P2P) has been introduced as an architectural solution with self-growing capacity. However, the characteristics of a pure P2P system such as the peer transient nature and high network overhead make this kind of architecture unsuitable for a fully interactive VoD system. In this paper, we propose a new efficient integrated VoD architecture, called DPn2Pm, that combines DVoD with a P2P system and multicast communications. The DVoD’s server-nodes provide a minimum required quality of service (QoS) and the P2P system is able to offer the mechanism to increase the system service capacity according to client demands. Multicast communication, wherever it is possible, is effectively exploited by our P2P system. In our design, each client is able to send video information to a set of m clients using only one multicast channel. Furthermore, the collaboration mechanism is able to coordinate a set of clients to create one collaboration group to replace the server, providing an extensive, efficient and low network-overhead collaboration mechanism from n-peers to m-peers. Regardless of the video the client is watching, our P2P scheme allows every active client to collaborate with the server. The P2P scheme is complemented with recovery mechanisms that are able to replace the failed client before affecting the QoS, offering continuous playback. The proposed approach has been broadly evaluated, firstly using a mathematical model to derive the theoretical performance and secondly using a simulation environment to analyze the system’s dynamic behavior, the VCR interaction impact and the client failures. Comparing DPn2Pm with other DVoD architectures and the most relevant P2P delivery policies, we show that our design is an improvement on previous solutions, providing a higher scalability.","2010-12-01","2024-07-16 03:12:37","2025-07-09 02:33:47","","1175-1192","","12","70","","Journal of Parallel and Distributed Computing","","","","","","","","","","","","","","","","","C:\Users\Felipe\Zotero\storage\E5CPS55F\Yang et al. - 2010 - Designing an effective P2P system for a VoD system.pdf; ","https://www.researchgate.net/publication/220378500_Designing_an_effective_P2P_system_for_a_VoD_system_to_exploit_the_multicast_communication","Content delivery network; Distributed VoD; Multicast; P2P; Proxy; Video-on-demand","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RDMELHRU","conferencePaper","2015","Luu, Huong; Winslett, Marianne; Gropp, William; Ross, Robert; Carns, Philip; Harms, Kevin; Prabhat, Mr; Byna, Suren; Yao, Yushu","A multiplatform study of I/O behavior on petascale supercomputers","Proceedings of the 24th international symposium on high-performance parallel and distributed computing","978-1-4503-3550-8","","10.1145/2749246.2749269","https://doi.org/10.1145/2749246.2749269","We examine the I/O behavior of thousands of supercomputing applications ""in the wild,"" by analyzing the Darshan logs of over a million jobs representing a combined total of six years of I/O behavior across three leading high-performance computing platforms. We mined these logs to analyze the I/O behavior of applications across all their runs on a platform; the evolution of an application's I/O behavior across time, and across platforms; and the I/O behavior of a platform's entire workload. Our analysis techniques can help developers and platform owners improve I/O performance and I/O system utilization, by quickly identifying underperforming applications and offering early intervention to save system resources. We summarize our observations regarding how jobs perform I/O and the throughput they attain in practice.","2015","2024-07-16 04:57:53","2025-07-09 02:07:48","","33–44","","","","","","","Hpdc '15","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","Number of pages: 12 Place: Portland, Oregon, USA","","C:\Users\Felipe\Zotero\storage\PMCBYLCW\Luu et al. - 2015 - A Multiplatform Study of IO Behavior on Petascale Supercomputers.pdf","","performance analysis; hpc; input/output; parallel i/o","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3ZZRWZB4","conferencePaper","2015","Bodzay, Andrew; Hendren, Laurie","AspectMatlab++: annotations, types, and aspects for scientists","Proceedings of the 14th international conference on modularity","978-1-4503-3249-1","","10.1145/2724525.2724573","https://doi.org/10.1145/2724525.2724573","In this paper we present extensions to an aspect oriented compiler developed for MATLAB. These extensions are intended to support important functionality for scientists, and include pattern matching on annotations, and types of variables, as well as new manners of exposing context. We provide use-cases of these features in the form of several general-use aspects which focus on solving issues that arise from use of dynamically-typed languages. We also detail performance enhancements to the ASPECTMATLAB compiler which result in an order of magnitude in performance gains.","2015","2024-07-16 04:57:54","2025-07-11 02:40:06","","41–54","","","","","","","Modularity 2015","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","Number of pages: 14 Place: Fort Collins, CO, USA","","C:\Users\Felipe\Zotero\storage\P356ZZ7X\Bodzay and Hendren - 2015 - AspectMatlab++ annotations, types, and aspects for scientists.pdf","","Aspect-oriented programming; ASPECTMATLAB compiler; MATLAB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FRISSBSV","conferencePaper","2012","Planthaber, Gary; Stonebraker, Michael; Frew, James","EarthDB: scalable analysis of MODIS data using SciDB","Proceedings of the 1st ACM SIGSPATIAL international workshop on analytics for big geospatial data","978-1-4503-1692-7","","10.1145/2447481.2447483","https://doi.org/10.1145/2447481.2447483","Earth scientists are increasingly experiencing difficulties with analyzing rapidly growing volumes of complex data. Those who must perform analysis directly on low-level National Aeronautics and Space Administration (NASA) Moderate Resolution Imaging Spectroradiometer (MODIS) Level 1B calibrated and geolocated data, for example, encounter an arcane, high-volume data set that is burdensome to make use of. Instead, Earth scientists typically opt to use higher-level ""canned"" products provided by NASA. However, when these higher-level products fail to meet the requirements of a particular project, a cruel dilemma arises: cope with data products that don't exactly meet the project's needs or spend an enormous amount of resources extracting what is needed from the unadulterated low-level data. In this paper, we present EarthDB, a system that eliminates this dilemma by offering the following contributions:1. Enabling painless importing of MODIS Level 1B data into SciDB, a highly scalable science-oriented database platform that abstracts away the complexity of distributed storage and analysis of complex multi-dimensional data,2. Defining a schema that unifies storage and representation of MODIS Level 1B data, regardless of its source file,3. Supporting fast filtering and analysis of MODIS data through the use of an intuitive, high-level query language rather than complex procedural programming and,4. Providing the ability to easily define and reconfigure entire analysis pipelines within the SciDB database, allowing for rapid ad-hoc analysis. To demonstrate this ability, we provide sample benchmarks for the construction of true-color (RGB) and Normalized Difference Vegetative Index (NDVI) images from raw MODIS Level 1B data using relatively simple queries with scalable performance.","2012","2024-07-16 04:57:54","2025-07-09 02:40:55","","11–19","","","","","","","BigSpatial '12","","","","Association for Computing Machinery","New York, NY, USA","","","","","","","","Number of pages: 9 Place: Redondo Beach, California","","C:\Users\Felipe\Zotero\storage\G9HVBYEA\Planthaber et al. - 2012 - EarthDB scalable analysis of MODIS data using SciDB.pdf","","database; big data; analytics; distributed; earth science; EarthDB; GIS; MODIS; NASA; remote sensing; SciDB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CG4TNYJV","journalArticle","2020","Saadon, Azlinda; Abdullah, Jazuri; Muhammad, Nur Shazwani; Ariffin, Junaidah","Development of riverbank erosion rate predictor for natural channels using NARX-QR Factorization model: a case study of Sg. Bernam, Selangor, Malaysia","Neural Computing and Applications","","1433-3058","10.1007/s00521-020-04835-5","https://doi.org/10.1007/s00521-020-04835-5","This study presents a novel and comprehensive model development technique to predict the riverbank erosion rate for a natural channel using a Nonlinear AutoRegressive model with eXogenous inputs and QR factorization parameter estimation, known as the NARX-QR Factorization model. The model was developed based on a 12-month extensive field measurement at Sg. Bernam. This study established the governing factors and derived dependent and independent variables for riverbank erosion using dimensional analysis, based on the Buckingham PI theorem. Two functional relationships were derived from dimensional analysis incorporating the factors governing riverbank erosion. The functional relationships include parameters of hydraulic characteristics of the channel, riverbank geometry and soil characteristics. Parameter estimation was conducted using a linear least squares technique to quantify riverbank erosion rates. The significant independent variables and fourteen models with several numbers of hidden layers were set as the input parameters to the NARX-QR Factorization model. The model performance analysis shows that Models 1 and 9, developed based on the proposed NARX-QR Factorization model, have the highest R2 at 75% and 91%, respectively. Model 1 performed the best with accuracies for training and testing datasets of 75% and 73%, respectively. Additionally, the scatter plot of Model 1 is uniformly distributed along the line of perfect agreement. Therefore, it is concluded that the NARX-QR Factorization model developed in this study performed well in estimating the riverbank erosion rate, particularly for a natural river similar to Sg. Bernam.","2020-09-01","2024-07-16 05:56:17","2025-07-09 03:53:49","2024-07-16 05:56:15","14839-14849","","18","32","","Neural Comput & Applic","Development of riverbank erosion rate predictor for natural channels using NARX-QR Factorization model","","","","","","","en","","","","","Springer Link","","","","C:\Users\Felipe\Zotero\storage\YTJT7RCZ\Saadon et al. - 2020 - Development of riverbank erosion rate predictor fo.pdf","","Dimensionless analysis; Sensitivity analysis; NARX; Natural river; QR factorization; Riverbank erosion","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KW8FLCY9","journalArticle","2017","Hazyuk, Ion; Budinger, Marc; Sanchez, Florian; Gogu, Christian","Optimal design of computer experiments for surrogate models with dimensionless variables","Structural and Multidisciplinary Optimization","","1615-1488","10.1007/s00158-017-1683-7","https://doi.org/10.1007/s00158-017-1683-7","This paper presents a method for constructing optimal design of experiments (DoE) intended for building surrogate models using dimensionless (or non-dimensional) variables. In order to increase the fidelity of the model obtained by regression, the DoE needs to optimally cover the dimensionless space. However, in order to generate the data for the regression, one still needs a DoE for the physical variables, in order to carry out the simulations. Thus, there exist two spaces, each one needing a DoE. Since the dimensionless space is always smaller than the physical one, the challenge for building a DoE is that the relation between the two spaces is not bijective. Moreover, each space usually has its own domain constraints, which renders them not-surjective. This means that it is impossible to design the DoE in one space and then automatically generate the corresponding DoE in the other space while satisfying the constraints from both spaces. The solution proposed in the paper transforms the computation of the DoE into an optimization problem formulated in terms of a space-filling criterion (maximizing the minimum distance between neighboring points). An approach is proposed for efficiently solving this optimization problem in a two steps procedure. The method is particularly well suited for building surrogates in terms of dimensionless variables spanning several orders of magnitude (e.g. power laws). The paper also proposes some variations of the method; one when more control is needed on the number of levels on each non-dimensional variable and another one when a good distribution of the DoE is desired in the logarithmic scale. The DoE construction method is illustrated on three case studies. A purely numerical case illustrates each step of the method and two other, mechanical and thermal, case studies illustrate the results in different configurations and different practical aspects.","2017-09-01","2024-07-16 05:56:17","2025-07-09 02:07:47","2024-07-16 05:56:16","663-679","","3","56","","Struct Multidisc Optim","","","","","","","","en","","","","","Springer Link","","","","C:\Users\Felipe\Zotero\storage\6EBCZDW3\Hazyuk et al. - 2017 - Optimal design of computer experiments for surroga.pdf; C:\Users\Felipe\Zotero\storage\V39P9DJI\Hazyuk et al. - 2017 - Optimal design of computer experiments for surrogate models with dimensionless variables.pdf; C:\Users\Felipe\Zotero\storage\DUJDR5BN\Hazyuk et al. - 2017 - Optimal design of computer experiments for surrogate models with dimensionless variables.pdf","","Dimensional analysis; Non-dimensional variables; Optimal space filling; Optimization with space transformation; Surrogate modelling","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3XDX8USI","journalArticle","2011","Ding, Liang; Deng, Zongquan; Gao, Haibo; Nagatani, Keiji; Yoshida, Kazuya","Planetary rovers’ wheel–soil interaction mechanics: new challenges and applications for wheeled mobile robots","Intelligent Service Robotics","","1861-2784","10.1007/s11370-010-0080-5","https://doi.org/10.1007/s11370-010-0080-5","With the increasing challenges facing planetary exploration missions and the resultant increase in the performance requirements for planetary rovers, terramechanics (wheel–soil interaction mechanics) is playing an important role in the development of these rovers. As an extension of the conventional terramechanics theory for terrestrial vehicles, the terramechanics theory for planetary rovers, which is becoming a new research hotspot, is unique and puts forward many new challenging problems. This paper first discusses the significance of the study of wheel–soil interaction mechanics of planetary rovers and summarizes the differences between planetary rovers and terrestrial vehicles and the problems arising thereof. The application of terramechanics to the development of planetary rovers can be divided into two phases (the R&D phase and exploration phase for rovers) corresponding to the high-fidelity and simplified terramechanics models. This paper also describes the current research status by providing an introduction to classical terramechanics and the experimental, theoretical, and numerical researches on terramechanics for planetary rovers. The application status of the terramechanics for planetary rovers is analyzed from the aspects of rover design, performance evaluation, planetary soil parameter identification, dynamics simulation, mobility control, and path planning. Finally, the key issues for future research are discussed. The current planetary rovers are actually advanced wheeled mobile robots (WMRs), developed employing cutting-edge technologies from different fields. The terramechanics for planetary rovers is expected to present new challenges and applications for WMRs, making it possible to develop WMRs using the concepts of mechanics and dynamics.","2011-01-01","2024-07-16 05:57:45","2025-07-09 03:55:03","2024-07-16 05:57:43","17-38","","1","4","","Intel Serv Robotics","Planetary rovers’ wheel–soil interaction mechanics","","","","","","","en","","","","","Springer Link","","","","C:\Users\Felipe\Zotero\storage\C7NSK837\Ding et al. - 2011 - Planetary rovers’ wheel–soil interaction mechanics.pdf","","Control; Terramechanics; Planetary rover; Design and performance evaluation; Dynamics simulation; Soil parameter identification","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C4VURJKB","journalArticle","2020","Wolny, Sabine; Mazak, Alexandra; Carpella, Christine; Geist, Verena; Wimmer, Manuel","Thirteen years of SysML: a systematic mapping study","Software and Systems Modeling","","1619-1374","10.1007/s10270-019-00735-y","https://doi.org/10.1007/s10270-019-00735-y","The OMG standard Systems Modeling Language (SysML) has been on the market for about thirteen years. This standard is an extended subset of UML providing a graphical modeling language for designing complex systems by considering software as well as hardware parts. Over the period of thirteen years, many publications have covered various aspects of SysML in different research fields. The aim of this paper is to conduct a systematic mapping study about SysML to identify the different categories of papers, (i) to get an overview of existing research topics and groups, (ii) to identify whether there are any publication trends, and (iii) to uncover possible missing links. We followed the guidelines for conducting a systematic mapping study by Petersen et al. (Inf Softw Technol 64:1–18, 2015) to analyze SysML publications from 2005 to 2017. Our analysis revealed the following main findings: (i) there is a growing scientific interest in SysML in the last years particularly in the research field of Software Engineering, (ii) SysML is mostly used in the design or validation phase, rather than in the implementation phase, (iii) the most commonly used diagram types are the SysML-specific requirement diagram, parametric diagram, and block diagram, together with the activity diagram and state machine diagram known from UML, (iv) SysML is a specific UML profile mostly used in systems engineering; however, the language has to be customized to accommodate domain-specific aspects, (v) related to collaborations for SysML research over the world, there are more individual research groups than large international networks. This study provides a solid basis for classifying existing approaches for SysML. Researchers can use our results (i) for identifying open research issues, (ii) for a better understanding of the state of the art, and (iii) as a reference for finding specific approaches about SysML.","2020-01-01","2024-07-16 05:57:45","2025-07-09 02:07:44","2024-07-16 05:57:44","111-169","","1","19","","Softw Syst Model","Thirteen years of SysML","","","","","","","en","","","","","Springer Link","","","","C:\Users\Felipe\Zotero\storage\6SDGHCN3\Wolny et al. - 2020 - Thirteen years of SysML a systematic mapping stud.pdf","","Systematic mapping study; Systems engineering; SysML","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DD49ITHZ","journalArticle","2014","Brace, William; Ekman, Kalevi","CORAMOD: a checklist-oriented model-based requirements analysis approach","Requirements Engineering","","1432-010X","10.1007/s00766-012-0154-3","https://doi.org/10.1007/s00766-012-0154-3","Requirement development activities such as requirements analysis and modelling are well defined in software engineering. A model-based requirement development may result in significant improvements in engineering design. In current product development activities in this domain, not all requirements are consciously identified and modelled. This paper presents the checklist-oriented requirements analysis modelling (CORAMOD) approach. CORAMOD is a methodology for the use of model-based systems engineering for requirements analysis of complex products utilizing checklists, the simplest kind of rational design method. The model-based focuses the requirements analysis process on requirement modelling, whereas the checklist encourages a conscious and systematic approach to identify requirements. We illustrate the utility of CORAMOD artefacts by a comprehensive case study example and modelling with system modelling language (SysML). We suggest that visual accessibility of the SysML views facilitates the full participation of all stakeholders and enables the necessary dialogue and negotiation. The approach promotes tracing derived requirements to the customer need statement and enhances validation by model execution and simulation.","2014-03-01","2024-07-16 05:57:45","2025-07-09 03:54:23","2024-07-16 05:57:45","1-26","","1","19","","Requirements Eng","CORAMOD","","","","","","","en","","","","","Springer Link","","","","C:\Users\Felipe\Zotero\storage\GXV9NKHF\Brace and Ekman - 2014 - CORAMOD a checklist-oriented model-based requirem.pdf","","CORAMOD; Formalize requirement; Model-based; Model-based requirements analysis; Requirement models; Requirements analysis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
