"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"ZZUL6R72","journalArticle","2014","Numrich, Robert W.","Computer performance analysis and the Pi Theorem","Computer Science - Research and Development","","1865-2034","10.1007/s00450-010-0147-8","https://doi.org/10.1007/s00450-010-0147-8","This paper applies the Pi Theorem of dimensional analysis to a representative set of examples from computer performance analysis. It is a survey paper that takes a different look at problems involving latency, bandwidth, cache-miss ratios, and the efficiency of parallel numerical algorithms. The Pi Theorem is the fundamental tool of dimensional analysis, and it applies to problems in computer performance analysis just as well as it does to problems in other sciences. Applying it requires the definition of a system of measurement appropriate for computer performance analysis with a consistent set of units and dimensions. Then a straightforward recipe for each specific problem reduces the number of independent variables to a smaller number of dimensionless parameters. Two machines with the same values of these parameters are self-similar and behave the same way. Self-similarity relationships emphasize how machines are the same rather than how they are different. The Pi Theorem is simple to state and simple to prove, using purely algebraic methods, but the results that follow from it are often surprising and not simple at all. The results are often unexpected but they almost always reveal something new about the problem at hand.","2014-02-01","2023-03-04 21:11:31","2025-07-09 03:54:25","2023-03-04 21:11:31","45–71","","1","29","","Comput. Sci.","","","","","","","","","","","","","February  2014","","","<p>Cited By :2</p>","C:\Users\Felipe\Zotero\storage\6ZF4MKZW\Numrich - 2014 - Computer performance analysis and the Pi Theorem.pdf; ; C:\Users\Felipe\Zotero\storage\EIH8XWAV\display.html","https://www.researchgate.net/publication/226177180_Computer_performance_analysis_and_the_Pi_Theorem","Dimensional analysis; Bandwidth; Cache behavior; Computational force; Computational intensity; Latency; Parallel algorithms; Performance analysis; Performance metrics; Pi Theorem; Scaling","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CG4TNYJV","journalArticle","2020","Saadon, Azlinda; Abdullah, Jazuri; Muhammad, Nur Shazwani; Ariffin, Junaidah","Development of riverbank erosion rate predictor for natural channels using NARX-QR Factorization model: a case study of Sg. Bernam, Selangor, Malaysia","Neural Computing and Applications","","1433-3058","10.1007/s00521-020-04835-5","https://doi.org/10.1007/s00521-020-04835-5","This study presents a novel and comprehensive model development technique to predict the riverbank erosion rate for a natural channel using a Nonlinear AutoRegressive model with eXogenous inputs and QR factorization parameter estimation, known as the NARX-QR Factorization model. The model was developed based on a 12-month extensive field measurement at Sg. Bernam. This study established the governing factors and derived dependent and independent variables for riverbank erosion using dimensional analysis, based on the Buckingham PI theorem. Two functional relationships were derived from dimensional analysis incorporating the factors governing riverbank erosion. The functional relationships include parameters of hydraulic characteristics of the channel, riverbank geometry and soil characteristics. Parameter estimation was conducted using a linear least squares technique to quantify riverbank erosion rates. The significant independent variables and fourteen models with several numbers of hidden layers were set as the input parameters to the NARX-QR Factorization model. The model performance analysis shows that Models 1 and 9, developed based on the proposed NARX-QR Factorization model, have the highest R2 at 75% and 91%, respectively. Model 1 performed the best with accuracies for training and testing datasets of 75% and 73%, respectively. Additionally, the scatter plot of Model 1 is uniformly distributed along the line of perfect agreement. Therefore, it is concluded that the NARX-QR Factorization model developed in this study performed well in estimating the riverbank erosion rate, particularly for a natural river similar to Sg. Bernam.","2020-09-01","2024-07-16 05:56:17","2025-07-09 03:53:49","2024-07-16 05:56:15","14839-14849","","18","32","","Neural Comput & Applic","Development of riverbank erosion rate predictor for natural channels using NARX-QR Factorization model","","","","","","","en","","","","","Springer Link","","","","C:\Users\Felipe\Zotero\storage\YTJT7RCZ\Saadon et al. - 2020 - Development of riverbank erosion rate predictor fo.pdf","","Dimensionless analysis; Sensitivity analysis; NARX; Natural river; QR factorization; Riverbank erosion","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RPNSM8A3","journalArticle","2016","Vogeltanz, Tomáš","A Survey of Free Software for the Design, Analysis, Modelling, and Simulation of an Unmanned Aerial Vehicle","Archives of Computational Methods in Engineering","","1886-1784","10.1007/s11831-015-9147-y","https://doi.org/10.1007/s11831-015-9147-y","The objective of this paper is to analyze free software for the design, analysis, modelling, and simulation of an unmanned aerial vehicle (UAV). Free software is the best choice when the reduction of production costs is necessary; nevertheless, the quality of free software may vary. This paper probably does not include all of the free software, but tries to describe or mention at least the most interesting programs. The first part of this paper summarizes the essential knowledge about UAVs, including the fundamentals of flight mechanics and aerodynamics, and the structure of a UAV system. The second section generally explains the modelling and simulation of a UAV. In the main section, more than 50 free programs for the design, analysis, modelling, and simulation of a UAV are described. Although the selection of the free software has been focused on small subsonic UAVs, the software can also be used for other categories of aircraft in some cases; e.g. for MAVs and large gliders. The applications with an historical importance are also included. Finally, the results of the analysis are evaluated and discussed—a block diagram of the free software is presented, possible connections between the programs are outlined, and future improvements of the free software are suggested.","2016-09-01","2024-07-16 05:56:17","2025-07-09 03:54:48","2024-07-16 05:56:17","449-514","","3","23","","Arch Computat Methods Eng","","","","","","","","en","","","","","Springer Link","","","","C:\Users\Felipe\Zotero\storage\29WMQWHX\Vogeltanz - 2016 - A Survey of Free Software for the Design, Analysis.pdf; C:\Users\Felipe\Zotero\storage\VQNT8QG8\Vogeltanz - 2016 - A Survey of Free Software for the Design, Analysis, Modelling, and Simulation of an Unmanned Aerial.pdf","","","Mach Number; Computational Fluid Dynamics; Configuration File; Global Position System; Unmanned Aerial Vehicle","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3XDX8USI","journalArticle","2011","Ding, Liang; Deng, Zongquan; Gao, Haibo; Nagatani, Keiji; Yoshida, Kazuya","Planetary rovers’ wheel–soil interaction mechanics: new challenges and applications for wheeled mobile robots","Intelligent Service Robotics","","1861-2784","10.1007/s11370-010-0080-5","https://doi.org/10.1007/s11370-010-0080-5","With the increasing challenges facing planetary exploration missions and the resultant increase in the performance requirements for planetary rovers, terramechanics (wheel–soil interaction mechanics) is playing an important role in the development of these rovers. As an extension of the conventional terramechanics theory for terrestrial vehicles, the terramechanics theory for planetary rovers, which is becoming a new research hotspot, is unique and puts forward many new challenging problems. This paper first discusses the significance of the study of wheel–soil interaction mechanics of planetary rovers and summarizes the differences between planetary rovers and terrestrial vehicles and the problems arising thereof. The application of terramechanics to the development of planetary rovers can be divided into two phases (the R&D phase and exploration phase for rovers) corresponding to the high-fidelity and simplified terramechanics models. This paper also describes the current research status by providing an introduction to classical terramechanics and the experimental, theoretical, and numerical researches on terramechanics for planetary rovers. The application status of the terramechanics for planetary rovers is analyzed from the aspects of rover design, performance evaluation, planetary soil parameter identification, dynamics simulation, mobility control, and path planning. Finally, the key issues for future research are discussed. The current planetary rovers are actually advanced wheeled mobile robots (WMRs), developed employing cutting-edge technologies from different fields. The terramechanics for planetary rovers is expected to present new challenges and applications for WMRs, making it possible to develop WMRs using the concepts of mechanics and dynamics.","2011-01-01","2024-07-16 05:57:45","2025-07-09 03:55:03","2024-07-16 05:57:43","17-38","","1","4","","Intel Serv Robotics","Planetary rovers’ wheel–soil interaction mechanics","","","","","","","en","","","","","Springer Link","","","","C:\Users\Felipe\Zotero\storage\C7NSK837\Ding et al. - 2011 - Planetary rovers’ wheel–soil interaction mechanics.pdf","","Control; Terramechanics; Planetary rover; Design and performance evaluation; Dynamics simulation; Soil parameter identification","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5625QVUL","journalArticle","2021","Hong, Xiaoqiang; Shi, Feng; Wang, Shaosen; Yang, Xuan; Yang, Yue","Multi-objective optimization of thermochromic glazing based on daylight and energy performance evaluation","Building Simulation","","1996-8744","10.1007/s12273-021-0778-7","https://doi.org/10.1007/s12273-021-0778-7","Many efforts have been detected to investigate thermochromic (TC) glazing for improving building energy saving, while only a few approaches for daylight performance analysis. In this study, the performance of TC glazing is investigated based on multi-objective optimization for minimizing energy demand while maximizing daylight availability. The effects of five parameters including transition temperature, solar transmittance in clear state, solar transmittance modulation ability, luminous transmittance in clear state, and luminous modulation ability on the building energy consumption and useful daylighting illuminance (UDI300–3000) are examined. Linear Programming Technique for Multi-dimensional Analysis of Preference (LINMAP) is used for the decision-making of Pareto frontier. This research aims to explore the ideal thermochromic glazing by considering the daylight and energy performance of a typical office room, taking the weather condition of Xiamen, China as an example. Although it is impossible to achieve both optimal values of energy consumption and UDI300–3000 simultaneously, the proposed multi-objective optimization method could still provide low energy consumption with sufficient daylight. The non-dominated sorting of Pareto optimal solution (POS) demonstrated that the optimum building energy consumption and UDI300–3000 for single glazed windows are 46.64 kWh/m2 and 70.92%, respectively, while the values for double glazed windows are 44.40 kWh/m2 and 71.88%, respectively. The selected hypothetical TC windows can improve the building energy and daylighting performance simultaneously when compared with traditional clear single and double glazed windows. The presented framework provides a multi-objective optimization method to determine the most suitable TC glazing technologies for designers and architects during the design and retrofit procedure.","2021-12-01","2024-07-16 05:57:45","2025-07-09 03:53:46","2024-07-16 05:57:44","1685-1695","","6","14","","Build. Simul.","","","","","","","","en","","","","","Springer Link","","","","C:\Users\Felipe\Zotero\storage\V792YZC4\Hong et al. - 2021 - Multi-objective optimization of thermochromic glaz.pdf","","","building energy performance; daylighting; multi-objective optimization; thermochromic; transition temperature","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E47I3LGW","journalArticle","2011","Le Sage, T.; Bindel, A.; Conway, P. P.; Justham, L. M.; Slawson, S. E.; West, A. A.","Embedded programming and real-time signal processing of swimming strokes","Sports Engineering","","1460-2687","10.1007/s12283-011-0070-7","https://doi.org/10.1007/s12283-011-0070-7","The research outlined in this paper was conducted to allow real-time processing, transmission and presentation of data to swimming coaches and subsequently their swimmers in a training environment, focused on providing information relevant to strokes in free swimming. This was achieved using a wearable wireless sensor and embedded programming techniques, using accelerations involved in the swimming stroke to provide relevant features for coaches. Current methods used do not offer real-time response to coaches, which results in the lack of real-time feedback and significantly increased post-session analysis time. Filtering and signal processing algorithms are described here, which allow real-time data analysis to be embedded within a wireless sensor node. The system significantly reduces the time for processing acquired data and has delivered a novel monitoring device suitable for operation within the harsh environment of the pool.","2011-08-13","2024-07-16 05:57:45","2025-07-09 03:55:02","2024-07-16 05:57:45","1","","1","14","","Sports Eng","","","","","","","","en","","","","","Springer Link","","","","C:\Users\Felipe\Zotero\storage\4LVG9EFP\Le Sage et al. - 2011 - Embedded programming and real-time signal processi.pdf","","","Embedded programming; Real time; Stroke recognition; Swimming","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DD49ITHZ","journalArticle","2014","Brace, William; Ekman, Kalevi","CORAMOD: a checklist-oriented model-based requirements analysis approach","Requirements Engineering","","1432-010X","10.1007/s00766-012-0154-3","https://doi.org/10.1007/s00766-012-0154-3","Requirement development activities such as requirements analysis and modelling are well defined in software engineering. A model-based requirement development may result in significant improvements in engineering design. In current product development activities in this domain, not all requirements are consciously identified and modelled. This paper presents the checklist-oriented requirements analysis modelling (CORAMOD) approach. CORAMOD is a methodology for the use of model-based systems engineering for requirements analysis of complex products utilizing checklists, the simplest kind of rational design method. The model-based focuses the requirements analysis process on requirement modelling, whereas the checklist encourages a conscious and systematic approach to identify requirements. We illustrate the utility of CORAMOD artefacts by a comprehensive case study example and modelling with system modelling language (SysML). We suggest that visual accessibility of the SysML views facilitates the full participation of all stakeholders and enables the necessary dialogue and negotiation. The approach promotes tracing derived requirements to the customer need statement and enhances validation by model execution and simulation.","2014-03-01","2024-07-16 05:57:45","2025-07-09 03:54:23","2024-07-16 05:57:45","1-26","","1","19","","Requirements Eng","CORAMOD","","","","","","","en","","","","","Springer Link","","","","C:\Users\Felipe\Zotero\storage\GXV9NKHF\Brace and Ekman - 2014 - CORAMOD a checklist-oriented model-based requirem.pdf","","CORAMOD; Formalize requirement; Model-based; Model-based requirements analysis; Requirement models; Requirements analysis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J7UWCTLN","journalArticle","2022","Alsukayti, Ibrahim S.","Quality of Service Support in RPL Networks: Standing State and Future Prospects","Journal of Computer Science and Technology","","1860-4749","10.1007/s11390-022-1027-y","https://doi.org/10.1007/s11390-022-1027-y","The development of IP-based Internet of Things (IoT) networks would facilitate more effective end-to-end IP network architectures, but it remains a challenge. Network routing needs to be effectively addressed in the IoT environments of scarce computational and energy resources. Accordingly, the Internet Engineering Task Force (IETF) has specified the IPv6 Routing Protocol for Low Power and Lossy Network (RPL) to provide a bespoke IPv6-based routing framework for IoT networks. However, RPL comes with no Quality of Service (QoS) support which is an essential requirement for many IoT applications. The network research community has introduced a number of research proposals enhancing RPL with different QoS solutions. This paper presents a review of these proposed solutions and aims to establish a firm understanding of recent QoS developments for RPL and possible areas for future IoT routing research. The focus is on comprehending the protocol and networking properties that can affect QoS performance in RPL networks. Consideration is also given to different objective functions developed for addressing varying QoS aspects such as throughput, delay, and packet loss. RPL is also extended in a number of QoS solutions following different approaches at the MAC, network, and application layers. However, there is still a need for further developments to address effective QoS support, particularly for dynamic RPL networks.","2022-04-01","2024-07-16 05:57:45","2025-07-09 03:53:43","2024-07-16 05:57:45","344-368","","2","37","","J. Comput. Sci. Technol.","Quality of Service Support in RPL Networks","","","","","","","en","","","","","Springer Link","","","","C:\Users\Felipe\Zotero\storage\G27QHFI3\Alsukayti - 2022 - Quality of Service Support in RPL Networks Standi.pdf","","Internet of Things; low power and lossy network; quality of service; routing protocol","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9R378UJN","journalArticle","2019","Gong, Shengping; Macdonald, Malcolm","Review on solar sail technology","Astrodynamics","","2522-0098","10.1007/s42064-019-0038-x","https://doi.org/10.1007/s42064-019-0038-x","This paper reviews solar sail trajectory design and dynamics, attitude control, and structural dynamics. Within the area of orbital dynamics, methods relevant to transfer trajectory design and non-Keplerian orbit generation are discussed. Within the area of attitude control, different control strategies, including utilisation of solar radiation pressure and conventional actuators, are discussed. Finally, the methods of modelling structural dynamics during and after deployment are discussed, before considering possible future trends in developing of solar sailing missions.","2019-06-01","2024-07-16 05:58:49","2025-07-09 03:53:54","2024-07-16 05:58:43","93-125","","2","3","","Astrodyn","","","","","","","","en","","","","","Springer Link","","","","C:\Users\Felipe\Zotero\storage\D32YG5CC\Gong and Macdonald - 2019 - Review on solar sail technology.pdf","","","attitude; orbit; solar sail; structure","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RS7X6URE","journalArticle","2022","Luan, Hua; Chang, Lei","An experimental study of group-by and aggregation on CPU-GPU processors","Journal of Engineering and Applied Science","","2536-9512","10.1186/s44147-022-00108-1","https://doi.org/10.1186/s44147-022-00108-1","Hash-based group-by and aggregation is a fundamental operator in database systems. Modern discrete GPUs (graphics processing units) have been considered to accelerate the performance. However, the data transfer through the PCIe (peripheral component interconnect express) bus would reduce gains. On recent architectures, the GPU and the CPU (central processing unit) are built into the same chip which removes the data transmission and offers new performance opportunities. Yet there has been no systematic analysis of grouping and aggregation algorithms on such architectures. In this paper, we study the behaviors of various hash-based grouping and aggregation methods on coupled architectures to provide meaningful guidelines. We conduct an extensive experimental study and analysis on the single CPU, the coupled GPU, and both processors. Six dimensions are considered in analyzing the hashing methods carefully: (1) hashing scheme, (2) hash function, (3) data size, (4) group cardinality, (5) load factor, and (6) data distribution. Two additional dimensions are also explored: (7) shared and independent hash tables and (8) running on single processors and co-processing. We hope the results in our study could help database researchers to choose the right direction in terms of algorithm design and system optimization.","2022-06-22","2024-07-16 05:58:49","2025-07-09 03:53:42","2024-07-16 05:58:43","54","","1","69","","J. Eng. Appl. Sci.","","","","","","","","en","","","","","Springer Link","","","","C:\Users\Felipe\Zotero\storage\X56RTMC7\Luan and Chang - 2022 - An experimental study of group-by and aggregation .pdf","","","Experimental study; Coupled CPU-GPU architectures; Group-by and aggregation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
